County	Election Date	Precinct	Contest Group ID	Contest Type	Contest Name	Choice	Choice Party	Vote For	Election Day	Early Voting	Absentee by Mail	Provisional	Total Votes	Real Precinct
MECKLENBURG	11/04/2025	071	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Kimberly Owens	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Krista Bokhari	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Cynthia Stone	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Lisa Cline	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	071	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Kimberly Owens	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Krista Bokhari	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Cynthia Stone	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Lisa Cline	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	072	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Kimberly Owens	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Krista Bokhari	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Cynthia Stone	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Lisa Cline	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	073	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Kimberly Owens	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Krista Bokhari	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Cynthia Stone	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Lisa Cline	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	074	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Kimberly Owens	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Krista Bokhari	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Cynthia Stone	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Lisa Cline	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	075	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Kimberly Owens	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Krista Bokhari	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	8	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Cynthia Stone	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Lisa Cline	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	14	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	076	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	James H. Bowers	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Joi Mayo	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Robin Emmons	UNA	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	15	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 06	Anna London	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	15	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 06	Justin Shealy	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	15	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 06	Toni Emehel	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	15	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	077	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	James H. Bowers	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Joi Mayo	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Robin Emmons	UNA	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	11	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 02	Juan Hall	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	11	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 02	Shamaiye Haynes	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	11	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 02	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	078.1	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	For	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	1	C	CITY OF CHARLOTTE MAYOR	Rob Yates	LIB	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	1	C	CITY OF CHARLOTTE MAYOR	Terrie D. Donovan	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	1	C	CITY OF CHARLOTTE MAYOR	Vi Lyles	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	1	C	CITY OF CHARLOTTE MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Dimple Ajmera	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Edwin B. Peacock III	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	James (Smuggie) Mitchell, Jr.	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	LaWana Slack-Mayfield	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Misun Kim	REP	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Victoria Watlington	DEM	4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	2	C	CITY OF CHARLOTTE CITY COUNCIL AT-LARGE	Write-In (Miscellaneous)		4	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	James H. Bowers	REP	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Joi Mayo	DEM	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Robin Emmons	UNA	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	5	C	CITY OF CHARLOTTE CITY COUNCIL DISTRICT 03	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	11	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 02	Juan Hall	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	11	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 02	Shamaiye Haynes	 	1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	11	C	CHARLOTTE-MECKLENBURG BOARD OF EDUCATION DISTRICT 02	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
MECKLENBURG	11/04/2025	079	34	C	MECKLENBURG COUNTY PUBLIC TRANSPORTATION SALES AND USE TAX	Against	 	1	0	0	0	0	0	Y
